awarding_agency_name,award_description,doc,ents,text,label,status
DEPARTMENT OF HOMELAND SECURITY (DHS),"IGF::OT::IGF PPA: RD&I DIVISION: INFRASTRUCTURE PROTECTION&DISASTER MANAGEMENT DIVISION (IDD)       PROGRAM: OVERHEAD IMAGERY DATA  PROJECT: SCEC REMOTE SENSING VALIDATION PERFORMER: SOUTHERN CALIFORNIA EARTHQUAKE CENTER (SCEC)APPROPRIATION YEAR:  FY12 (24 FUNDS)  BUDGET AUTHORITY:  THREE-YEAR R&D FUNDS  PROJECT MANAGER + PHONE: BRUCE DAVIS, 202-254-5893  ALC: 70-08-1513 TAS: 70240800  DESCRIPTION:  THE PURPOSE OF THIS REQUISTION IS TO PROVIDE FUNDING TO SCEC TO TO IMPROVE U.S. CAPABILITIES IN OPERATIONAL EARTHQUAKE FORECASTING (OEF) BY FACILITATING KEY PHASES OF FORECAST DEVELOPMENT AND VALIDATION. OEF INVOLVES TWO MAIN ACTIVITIES: THE CONTINUAL UPDATING OF AUTHORITATIVE INFORMATION ABOUT THE FUTURE OCCURRENCE OF POTENTIALLY DAMAGING EARTHQUAKES, AND THE OFFICIALLY SANCTIONED DISSEMINATION OF THIS INFORMATION TO ENHANCE EARTHQUAKE PREPAREDNESS IN THREATENED COMMUNITIES.","IGF::OT::IGF PPA: RD&I DIVISION: INFRASTRUCTURE PROTECTION&DISASTER MANAGEMENT DIVISION (IDD)       PROGRAM: OVERHEAD IMAGERY DATA  PROJECT: SCEC REMOTE SENSING VALIDATION PERFORMER: SOUTHERN CALIFORNIA EARTHQUAKE CENTER (SCEC)APPROPRIATION YEAR:  FY12 (24 FUNDS)  BUDGET AUTHORITY:  THREE-YEAR R&D FUNDS  PROJECT MANAGER + PHONE: BRUCE DAVIS, 202-254-5893  ALC: 70-08-1513 TAS: 70240800  DESCRIPTION:  THE PURPOSE OF THIS REQUISTION IS TO PROVIDE FUNDING TO SCEC TO TO IMPROVE U.S. CAPABILITIES IN OPERATIONAL EARTHQUAKE FORECASTING (OEF) BY FACILITATING KEY PHASES OF FORECAST DEVELOPMENT AND VALIDATION. OEF INVOLVES TWO MAIN ACTIVITIES: THE CONTINUAL UPDATING OF AUTHORITATIVE INFORMATION ABOUT THE FUTURE OCCURRENCE OF POTENTIALLY DAMAGING EARTHQUAKES, AND THE OFFICIALLY SANCTIONED DISSEMINATION OF THIS INFORMATION TO ENHANCE EARTHQUAKE PREPAREDNESS IN THREATENED COMMUNITIES.","(331, 342, 'BRUCE DAVIS', 'PERSON')",BRUCE DAVIS,PERSON,
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),KENNEDY EXPLORATION GROUND SYSTEMS (EGS) PROGRAM (LX) SUPPORT SERVICES CONTRACT THREE (KLXS III).,KENNEDY EXPLORATION GROUND SYSTEMS (EGS) PROGRAM (LX) SUPPORT SERVICES CONTRACT THREE (KLXS III).,"(87, 95, 'KLXS III', 'PERSON')",KLXS III,PERSON,
DEPARTMENT OF TRANSPORTATION (DOT),TSI-REG20-TOPDA - FY20 TOP DOWN PROJECT A - 55K,TSI-REG20-TOPDA - FY20 TOP DOWN PROJECT A - 55K,"(0, 22, 'TSI-REG20-TOPDA - FY20', 'PERSON')",TSI-REG20-TOPDA - FY20,PERSON,
DEPARTMENT OF DEFENSE (DOD),"200312!037855!1700!BZ005 !NAVAL SEA SYSTEMS COMMAND       !N0002401D7021  !A!N! !Y!0004               !20030926!20040930!009683442!009683442!006980080!N!AT&T GOVERNMENT SOLUTIONS, INC!1900 GALLOWS ROAD         !VIENNA              !VA!22182!50000!001!11!WASHINGTON          !DISTRICT OF COLUMBIA  !D.C.      !+000000470000!N!N!000000000000!R499!OTHER PROFESSIONAL SERVICES                       !S1 !SERVICES                      !2000!NOT DISCERNABLE OR CLASSIFIED !541330!E! !5!B!M! !A!D!20060331!B! ! !A! !A!N!U!2!021!B!  !Z!N!Z!  !  !N!C!N! ! ! !C!D!A!A!000!A!C!N! ! ! ! !    !      !0001! !","200312!037855!1700!BZ005 !NAVAL SEA SYSTEMS COMMAND       !N0002401D7021  !A!N! !Y!0004               !20030926!20040930!009683442!009683442!006980080!N!AT&T GOVERNMENT SOLUTIONS, INC!1900 GALLOWS ROAD         !VIENNA              !VA!22182!50000!001!11!WASHINGTON          !DISTRICT OF COLUMBIA  !D.C.      !+000000470000!N!N!000000000000!R499!OTHER PROFESSIONAL SERVICES                       !S1 !SERVICES                      !2000!NOT DISCERNABLE OR CLASSIFIED !541330!E! !5!B!M! !A!D!20060331!B! ! !A! !A!N!U!2!021!B!  !Z!N!Z!  !  !N!C!N! ! ! !C!D!A!A!000!A!C!N! ! ! ! !    !      !0001! !","(298, 308, 'D.C.      ', 'PERSON')",D.C.      ,PERSON,
DEPARTMENT OF EDUCATION (ED),"THE HIGH SCHOOL AND BEYOND LONGITUDINAL STUDY OF 2020 (HS&B:20)IS A LARGE, COMPLEX DATA COLLECTION USED TO FOLLOW AND STUDY HIGH SCHOOL STUDENTS THROUGHOUT THEIR HIGH SCHOOL CAREERS.","THE HIGH SCHOOL AND BEYOND LONGITUDINAL STUDY OF 2020 (HS&B:20)IS A LARGE, COMPLEX DATA COLLECTION USED TO FOLLOW AND STUDY HIGH SCHOOL STUDENTS THROUGHOUT THEIR HIGH SCHOOL CAREERS.","(55, 65, 'HS&B:20)IS', 'PERSON')",HS&B:20)IS,PERSON,
GENERAL SERVICES ADMINISTRATION (GSA),AFLCMC HNCO CRISPY TREE IT PROGRAMMING SUPPORT SERVICES,AFLCMC HNCO CRISPY TREE IT PROGRAMMING SUPPORT SERVICES,"(0, 23, 'AFLCMC HNCO CRISPY TREE', 'PERSON')",AFLCMC HNCO CRISPY TREE,PERSON,
DEPARTMENT OF DEFENSE (DOD),"SYSTEMS ENGINEERING AND EVALUATION, SYSTEMS ANALYSIS WORLDWI","SYSTEMS ENGINEERING AND EVALUATION, SYSTEMS ANALYSIS WORLDWI","(53, 60, 'WORLDWI', 'PERSON')",WORLDWI,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF SR-BIO.0336-16; E-248-2006/0-EP-07; MOSS; PATENT LEGAL SERVICE (HURLEY),IGF::CT::IGF SR-BIO.0336-16; E-248-2006/0-EP-07; MOSS; PATENT LEGAL SERVICE (HURLEY),"(77, 83, 'HURLEY', 'PERSON')",HURLEY,PERSON,
ENVIRONMENTAL PROTECTION AGENCY (EPA),R10 START V TO FOR REMOVAL SITE EVALUATION TECHNICAL SUPPORT FOR THE ONALASKA WOOD PRYOLYSIS PLANT,R10 START V TO FOR REMOVAL SITE EVALUATION TECHNICAL SUPPORT FOR THE ONALASKA WOOD PRYOLYSIS PLANT,"(83, 92, 'PRYOLYSIS', 'PERSON')",PRYOLYSIS,PERSON,
DEPARTMENT OF DEFENSE (DOD),SSN 781 USS CALIFORNIA FY17 UPK / SSN 719 USS PROVIDENCE FY17 IMA / SSN 760 USS ANNAPOLIS FY17-18 DMD / SSN 768 USS HARTFORD FY17-18 IMA / SSN 784 USS NORTH DAKOTA FY18 UPK IGF::OT::IGF,SSN 781 USS CALIFORNIA FY17 UPK / SSN 719 USS PROVIDENCE FY17 IMA / SSN 760 USS ANNAPOLIS FY17-18 DMD / SSN 768 USS HARTFORD FY17-18 IMA / SSN 784 USS NORTH DAKOTA FY18 UPK IGF::OT::IGF,"(164, 185, 'FY18 UPK IGF::OT::IGF', 'PERSON')",FY18 UPK IGF::OT::IGF,PERSON,
DEPARTMENT OF TRANSPORTATION (DOT),ADM CALLAGHAN TURBO ACT 19-04  PCS-ACL19-2002 A,ADM CALLAGHAN TURBO ACT 19-04  PCS-ACL19-2002 A,"(0, 23, 'ADM CALLAGHAN TURBO ACT', 'PERSON')",ADM CALLAGHAN TURBO ACT,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),KS-BIO.0443-18; E-156-2017-0-PCT-02; KARLSSON; PATENT LEGAL SERVICE; (MITZELFELT),KS-BIO.0443-18; E-156-2017-0-PCT-02; KARLSSON; PATENT LEGAL SERVICE; (MITZELFELT),"(37, 45, 'KARLSSON', 'PERSON')",KARLSSON,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF LVM-BIO.0392-15; E-165-2015/0-US-01; UCHIDA; PATENT LEGAL SERVICE; (REYERO),IGF::CT::IGF LVM-BIO.0392-15; E-165-2015/0-US-01; UCHIDA; PATENT LEGAL SERVICE; (REYERO),"(0, 28, 'IGF::CT::IGF LVM-BIO.0392-15', 'PERSON')",IGF::CT::IGF LVM-BIO.0392-15,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),SR-BIO.0166-18; E-018-2010/0-IN-06; MOSS; PATENT LEGAL SERVICE; (HURLEY),SR-BIO.0166-18; E-018-2010/0-IN-06; MOSS; PATENT LEGAL SERVICE; (HURLEY),"(65, 71, 'HURLEY', 'PERSON')",HURLEY,PERSON,
GENERAL SERVICES ADMINISTRATION (GSA),FA1 STRATCOM ENHANCED MISSION ASSURANCE SUPPORT,FA1 STRATCOM ENHANCED MISSION ASSURANCE SUPPORT,"(0, 39, 'FA1 STRATCOM ENHANCED MISSION ASSURANCE', 'PERSON')",FA1 STRATCOM ENHANCED MISSION ASSURANCE,PERSON,
AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),PRO OFFICE: MONITORING EVALUATION&LEARNING (MEL) SUPPORT TO USAID/INDONESIA MISSION,PRO OFFICE: MONITORING EVALUATION&LEARNING (MEL) SUPPORT TO USAID/INDONESIA MISSION,"(44, 47, 'MEL', 'PERSON')",MEL,PERSON,
DEPARTMENT OF ENERGY (DOE),"IGF::OT::IGF THIS TIME-AND MATERIALS ORDER IS SUBJECT TO THE TERMS AND CONDITIONS THE GENERAL SERVICES ADMINISTRATION (GSA) PROFESSIONAL SERVICES SCHEDULE (PSS) CONTRACT GS-00F-269CA WITH BCS, INCORPORATED.  THE CONTRACTOR SHALL PROVIDE TECHNICAL, ANALYTICAL, MANAGEMENT, ADMINISTRATIVE AND COMMUNICATIONS SUPPORT FOR THE U.S. DEPARTMENT OF ENERGY, OFFICE OF ELECTRICITY DELIVERY AND ENERGY RELIABILITY.","IGF::OT::IGF THIS TIME-AND MATERIALS ORDER IS SUBJECT TO THE TERMS AND CONDITIONS THE GENERAL SERVICES ADMINISTRATION (GSA) PROFESSIONAL SERVICES SCHEDULE (PSS) CONTRACT GS-00F-269CA WITH BCS, INCORPORATED.  THE CONTRACTOR SHALL PROVIDE TECHNICAL, ANALYTICAL, MANAGEMENT, ADMINISTRATIVE AND COMMUNICATIONS SUPPORT FOR THE U.S. DEPARTMENT OF ENERGY, OFFICE OF ELECTRICITY DELIVERY AND ENERGY RELIABILITY.","(170, 182, 'GS-00F-269CA', 'PERSON')",GS-00F-269CA,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF LVM-BIO.0233-15; E-105-2012/0-EP-06; PARKHURST; PATENT LEGAL SERVICE; (HASTINGS),IGF::CT::IGF LVM-BIO.0233-15; E-105-2012/0-EP-06; PARKHURST; PATENT LEGAL SERVICE; (HASTINGS),"(0, 28, 'IGF::CT::IGF LVM-BIO.0233-15', 'PERSON')",IGF::CT::IGF LVM-BIO.0233-15,PERSON,
DEPARTMENT OF LABOR (DOL),IGF::OT::IGF   NEW TASK UNDER COFFEY'S BPA (DOLQ121A21895) STUDENT CAREER PATHWAYS.,IGF::OT::IGF   NEW TASK UNDER COFFEY'S BPA (DOLQ121A21895) STUDENT CAREER PATHWAYS.,"(44, 57, 'DOLQ121A21895', 'PERSON')",DOLQ121A21895,PERSON,
DEPARTMENT OF DEFENSE (DOD),"IGF::CL,CT::IGF NEXT GENERATION TECHNICAL SERVICES (NGTS) IV PERFORMANCE LOCATIONS: WRIGHT PATTERSON AFB OH 45433; ABERDEEN PROVING GROUND MD 21005; STENNIS SPACE CENTER MS 39522; VICKSBURG, MS 39181; LORTON, VA 22079; BETHESDA, MD 20817","IGF::CL,CT::IGF NEXT GENERATION TECHNICAL SERVICES (NGTS) IV PERFORMANCE LOCATIONS: WRIGHT PATTERSON AFB OH 45433; ABERDEEN PROVING GROUND MD 21005; STENNIS SPACE CENTER MS 39522; VICKSBURG, MS 39181; LORTON, VA 22079; BETHESDA, MD 20817","(84, 113, 'WRIGHT PATTERSON AFB OH 45433', 'PERSON')",WRIGHT PATTERSON AFB OH 45433,PERSON,
DEPARTMENT OF TRANSPORTATION (DOT),ANTARES FY21 FUEL A TSI-ANT21-1009A,ANTARES FY21 FUEL A TSI-ANT21-1009A,"(0, 17, 'ANTARES FY21 FUEL', 'PERSON')",ANTARES FY21 FUEL,PERSON,
DEPARTMENT OF DEFENSE (DOD),IGF::OT::IGF ANTIGENICALLY DEFINED VACCINES FOR IMMUNIZATION AGAINST MELIOIDOSIS AND GLANDERS,IGF::OT::IGF ANTIGENICALLY DEFINED VACCINES FOR IMMUNIZATION AGAINST MELIOIDOSIS AND GLANDERS,"(0, 26, 'IGF::OT::IGF ANTIGENICALLY', 'PERSON')",IGF::OT::IGF ANTIGENICALLY,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF KS-MES.0034-17; E-226-2010/0-US-04; BASSER; PATENT LEGAL SERVICE (VATHYAM),IGF::CT::IGF KS-MES.0034-17; E-226-2010/0-US-04; BASSER; PATENT LEGAL SERVICE (VATHYAM),"(0, 27, 'IGF::CT::IGF KS-MES.0034-17', 'PERSON')",IGF::CT::IGF KS-MES.0034-17,PERSON,
DEPARTMENT OF DEFENSE (DOD),FY 21 JWMRP,FY 21 JWMRP,"(6, 11, 'JWMRP', 'PERSON')",JWMRP,PERSON,
DEPARTMENT OF DEFENSE (DOD),USS THE SULLIVANS (DDG 68) STBD RUDDER,USS THE SULLIVANS (DDG 68) STBD RUDDER,"(19, 22, 'DDG', 'PERSON')",DDG,PERSON,
DEPARTMENT OF DEFENSE (DOD),"NON-PERSONAL TECHNICAL AND MANAGEMENT SUPPORT SERVICES FOR OBSOLESCENCE AND SUPPLY CHAIN RISK MANAGEMENT, INTEGRATED LOGISTICS SUPPORT, AND LIFE CYCLE SUSTAINMENT ENGINEERING MISSIONS FOR THE TRUSTED MICROELECTRONICS DIVISION (GXV) OF NSWC CRANE.","NON-PERSONAL TECHNICAL AND MANAGEMENT SUPPORT SERVICES FOR OBSOLESCENCE AND SUPPLY CHAIN RISK MANAGEMENT, INTEGRATED LOGISTICS SUPPORT, AND LIFE CYCLE SUSTAINMENT ENGINEERING MISSIONS FOR THE TRUSTED MICROELECTRONICS DIVISION (GXV) OF NSWC CRANE.","(235, 245, 'NSWC CRANE', 'PERSON')",NSWC CRANE,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF KS-BIO.0460-17; E-270-2015/0-PCT-02; KWONG; PATENT LEGAL SERVICE (BUCHBINDER),IGF::CT::IGF KS-BIO.0460-17; E-270-2015/0-PCT-02; KWONG; PATENT LEGAL SERVICE (BUCHBINDER),"(0, 27, 'IGF::CT::IGF KS-BIO.0460-17', 'PERSON')",IGF::CT::IGF KS-BIO.0460-17,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF KS-BIO.0526-17; E-136-2012/0-CN-03; HO; PATENT LEGAL SERVICE (LAMBERTSON),IGF::CT::IGF KS-BIO.0526-17; E-136-2012/0-CN-03; HO; PATENT LEGAL SERVICE (LAMBERTSON),"(0, 27, 'IGF::CT::IGF KS-BIO.0526-17', 'PERSON')",IGF::CT::IGF KS-BIO.0526-17,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF KS-BIO.0566-15; E-209-2014/0-PCT-02; KOBAYASHI; PATENT LEGAL SERVICE (CLOUSE),IGF::CT::IGF KS-BIO.0566-15; E-209-2014/0-PCT-02; KOBAYASHI; PATENT LEGAL SERVICE (CLOUSE),"(0, 27, 'IGF::CT::IGF KS-BIO.0566-15', 'PERSON')",IGF::CT::IGF KS-BIO.0566-15,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF KS-BIO.0116-17; E-303-2013/2-IN-11; SWITZER; PATENT LEGAL SERVICE (SURABIAN),IGF::CT::IGF KS-BIO.0116-17; E-303-2013/2-IN-11; SWITZER; PATENT LEGAL SERVICE (SURABIAN),"(0, 27, 'IGF::CT::IGF KS-BIO.0116-17', 'PERSON')",IGF::CT::IGF KS-BIO.0116-17,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),NHLBI PROJECT MANAGEMENT SUPPORT SERVICES (PMSS),NHLBI PROJECT MANAGEMENT SUPPORT SERVICES (PMSS),"(43, 47, 'PMSS', 'PERSON')",PMSS,PERSON,
DEPARTMENT OF DEFENSE (DOD),"THE PURPOSE OF THIS ACTION IS TO AWARD A 54 MONTH DEFINITIVE CONTRACT ASSOCIATED WITH THE S&TCD BAA-18-R-STCD, TOPIC #:S1814","THE PURPOSE OF THIS ACTION IS TO AWARD A 54 MONTH DEFINITIVE CONTRACT ASSOCIATED WITH THE S&TCD BAA-18-R-STCD, TOPIC #:S1814","(90, 95, 'S&TCD', 'PERSON')",S&TCD,PERSON,
DEPARTMENT OF DEFENSE (DOD),"THE PURPOSE OF THIS ACTION IS TO AWARD A 54 MONTH DEFINITIVE CONTRACT ASSOCIATED WITH THE S&TCD BAA-18-R-STCD, TOPIC #:S1814","THE PURPOSE OF THIS ACTION IS TO AWARD A 54 MONTH DEFINITIVE CONTRACT ASSOCIATED WITH THE S&TCD BAA-18-R-STCD, TOPIC #:S1814","(119, 124, 'S1814', 'PERSON')",S1814,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF KS-BIO.0026-17; E-205-2010/1-US-02; CHOYKE; PATENT LEGAL SERVICE (CLOUSE),IGF::CT::IGF KS-BIO.0026-17; E-205-2010/1-US-02; CHOYKE; PATENT LEGAL SERVICE (CLOUSE),"(0, 27, 'IGF::CT::IGF KS-BIO.0026-17', 'PERSON')",IGF::CT::IGF KS-BIO.0026-17,PERSON,
DEPARTMENT OF DEFENSE (DOD),FLATPACK ACCELEROMETER-GYROSCOPE SENSOR USING HYBRID INTEGRATED PHOTONICS (FLAGSHIP),FLATPACK ACCELEROMETER-GYROSCOPE SENSOR USING HYBRID INTEGRATED PHOTONICS (FLAGSHIP),"(0, 75, 'FLATPACK ACCELEROMETER-GYROSCOPE SENSOR USING HYBRID INTEGRATED PHOTONICS (', 'PERSON')",FLATPACK ACCELEROMETER-GYROSCOPE SENSOR USING HYBRID INTEGRATED PHOTONICS (,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::OT::IGF NCBDDD INFO AND TECH SUPPORT,IGF::OT::IGF NCBDDD INFO AND TECH SUPPORT,"(0, 28, 'IGF::OT::IGF NCBDDD INFO AND', 'PERSON')",IGF::OT::IGF NCBDDD INFO AND,PERSON,
DEPARTMENT OF DEFENSE (DOD),"THIS ACTION IS COST PLUS INCENTIVE-FEE (CPIF) 52 MONTH ENGINEERING AND MANUFACTURING DEVELOPMENT CONTRACT, WITH THREE FIXED PRICE INCENTIVE (SUCCESSIVE TARGETS) (FPI(S)) OPTION YEARS OF LOW RATE INITIAL PRODUCTION (LRIP) FOR THE ARMORED MULTI-PURPOSE VEHICLE (AMPV) REQUIREMENT. THE AMPV FAMILY OF VEHICLES (FOV) IS A MATERIEL SOLUTION REPLACEMENT FOR THE M113 FOV TO MITIGATE CURRENT AND FUTURE CAPABILITY GAPS IN FORCE PROTECTION, MOBILITY, RELIABILITY, AND INTEROPERABILITY BY MISSION ROLE VARIANT TO SUPPORT THE ARMORED BRIGADE COMBAT TEAM (ABCT) ACROSS THE SPECTRUM OF CONFLICT. THE AMPV FOV WILL REPLACE THE FIVE MISSION ROLES CURRENTLY PERFORMED BY THE M113 FOV BY TRANSFERRING THE CURRENT M113 MISSION EQUIPMENT PACKAGES (MEP) TO A NEW VEHICLE PLATFORM. THE AMPV VEHICLE FLEET WILL CONSIST OF THE FOLLOWING FIVE VARIANTS TAILORED TO SPECIFIC MISSION ROLES WITHIN ABCT: GENERAL PURPOSE (GP) VEHICLE; MISSION COMMAND (MCMD) VEHICLE; MORTAR CARRIER (MC) VEHICLE; MEDICAL EVACUATION (ME) VEHICLE; AND MEDICAL TREATMENT (MT) VEHICLE. A TOTAL QUANTITY OF 29 VEHICLES WILL BE DELIVERED DURING EMD (INCLUDING SYSTEM SUPPORT PACKAGES, SPECIAL TOOLS AND TEST EQUIPMENT, AND BALLISTIC HULLS), WITH 52 (LRIP OPTION YEAR 1), 105 (LRIP OPTION YEAR 2), AND 130 (LRIP OPTION YEAR 3) VEHICLES ANTICIPATED DURING THE LRIP OPTION YEARS. RANGE PRICING IS INCLUDED IN THE CONTRACT FOR OPTION PERIODS 2 AND 3.","THIS ACTION IS COST PLUS INCENTIVE-FEE (CPIF) 52 MONTH ENGINEERING AND MANUFACTURING DEVELOPMENT CONTRACT, WITH THREE FIXED PRICE INCENTIVE (SUCCESSIVE TARGETS) (FPI(S)) OPTION YEARS OF LOW RATE INITIAL PRODUCTION (LRIP) FOR THE ARMORED MULTI-PURPOSE VEHICLE (AMPV) REQUIREMENT. THE AMPV FAMILY OF VEHICLES (FOV) IS A MATERIEL SOLUTION REPLACEMENT FOR THE M113 FOV TO MITIGATE CURRENT AND FUTURE CAPABILITY GAPS IN FORCE PROTECTION, MOBILITY, RELIABILITY, AND INTEROPERABILITY BY MISSION ROLE VARIANT TO SUPPORT THE ARMORED BRIGADE COMBAT TEAM (ABCT) ACROSS THE SPECTRUM OF CONFLICT. THE AMPV FOV WILL REPLACE THE FIVE MISSION ROLES CURRENTLY PERFORMED BY THE M113 FOV BY TRANSFERRING THE CURRENT M113 MISSION EQUIPMENT PACKAGES (MEP) TO A NEW VEHICLE PLATFORM. THE AMPV VEHICLE FLEET WILL CONSIST OF THE FOLLOWING FIVE VARIANTS TAILORED TO SPECIFIC MISSION ROLES WITHIN ABCT: GENERAL PURPOSE (GP) VEHICLE; MISSION COMMAND (MCMD) VEHICLE; MORTAR CARRIER (MC) VEHICLE; MEDICAL EVACUATION (ME) VEHICLE; AND MEDICAL TREATMENT (MT) VEHICLE. A TOTAL QUANTITY OF 29 VEHICLES WILL BE DELIVERED DURING EMD (INCLUDING SYSTEM SUPPORT PACKAGES, SPECIAL TOOLS AND TEST EQUIPMENT, AND BALLISTIC HULLS), WITH 52 (LRIP OPTION YEAR 1), 105 (LRIP OPTION YEAR 2), AND 130 (LRIP OPTION YEAR 3) VEHICLES ANTICIPATED DURING THE LRIP OPTION YEARS. RANGE PRICING IS INCLUDED IN THE CONTRACT FOR OPTION PERIODS 2 AND 3.","(162, 167, 'FPI(S', 'PERSON')",FPI(S,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),IGF::CT::IGF LVM-CHM.0087-15; E-316-2007/0-US-03; HENRICH; PATENT LEGAL SERVICE; (CHATTERJEE),IGF::CT::IGF LVM-CHM.0087-15; E-316-2007/0-US-03; HENRICH; PATENT LEGAL SERVICE; (CHATTERJEE),"(0, 28, 'IGF::CT::IGF LVM-CHM.0087-15', 'PERSON')",IGF::CT::IGF LVM-CHM.0087-15,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),THE CONTRACTOR SHALL PROVIDE PATENT-LEGAL SERVICES DESCRIBED IN THE ATTACHED TORFQS. CLN 1-KS-BIO.0379-18; E-449-2013/1-AU-02; WILLIAMSON; PATENT LEGAL SERVICE; (YANG) CLN 2-KS-BIO.0381-18; E-449-2013/1-US-06; WILLIAMSON; PATENT LEGAL SERVICE; (YANG) CLN 3-KS-BIO.0382-18; E-449-2013/1-US-05; WILLIAMSON; PATENT LEGAL SERVICE; (YANG),THE CONTRACTOR SHALL PROVIDE PATENT-LEGAL SERVICES DESCRIBED IN THE ATTACHED TORFQS. CLN 1-KS-BIO.0379-18; E-449-2013/1-AU-02; WILLIAMSON; PATENT LEGAL SERVICE; (YANG) CLN 2-KS-BIO.0381-18; E-449-2013/1-US-06; WILLIAMSON; PATENT LEGAL SERVICE; (YANG) CLN 3-KS-BIO.0382-18; E-449-2013/1-US-05; WILLIAMSON; PATENT LEGAL SERVICE; (YANG),"(162, 166, 'YANG', 'PERSON')",YANG,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),THE CONTRACTOR SHALL PROVIDE PATENT-LEGAL SERVICES DESCRIBED IN THE ATTACHED TORFQS. CLN 1-KS-BIO.0379-18; E-449-2013/1-AU-02; WILLIAMSON; PATENT LEGAL SERVICE; (YANG) CLN 2-KS-BIO.0381-18; E-449-2013/1-US-06; WILLIAMSON; PATENT LEGAL SERVICE; (YANG) CLN 3-KS-BIO.0382-18; E-449-2013/1-US-05; WILLIAMSON; PATENT LEGAL SERVICE; (YANG),THE CONTRACTOR SHALL PROVIDE PATENT-LEGAL SERVICES DESCRIBED IN THE ATTACHED TORFQS. CLN 1-KS-BIO.0379-18; E-449-2013/1-AU-02; WILLIAMSON; PATENT LEGAL SERVICE; (YANG) CLN 2-KS-BIO.0381-18; E-449-2013/1-US-06; WILLIAMSON; PATENT LEGAL SERVICE; (YANG) CLN 3-KS-BIO.0382-18; E-449-2013/1-US-05; WILLIAMSON; PATENT LEGAL SERVICE; (YANG),"(245, 249, 'YANG', 'PERSON')",YANG,PERSON,
DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),THE CONTRACTOR SHALL PROVIDE PATENT-LEGAL SERVICES DESCRIBED IN THE ATTACHED TORFQS. CLN 1-KS-BIO.0379-18; E-449-2013/1-AU-02; WILLIAMSON; PATENT LEGAL SERVICE; (YANG) CLN 2-KS-BIO.0381-18; E-449-2013/1-US-06; WILLIAMSON; PATENT LEGAL SERVICE; (YANG) CLN 3-KS-BIO.0382-18; E-449-2013/1-US-05; WILLIAMSON; PATENT LEGAL SERVICE; (YANG),THE CONTRACTOR SHALL PROVIDE PATENT-LEGAL SERVICES DESCRIBED IN THE ATTACHED TORFQS. CLN 1-KS-BIO.0379-18; E-449-2013/1-AU-02; WILLIAMSON; PATENT LEGAL SERVICE; (YANG) CLN 2-KS-BIO.0381-18; E-449-2013/1-US-06; WILLIAMSON; PATENT LEGAL SERVICE; (YANG) CLN 3-KS-BIO.0382-18; E-449-2013/1-US-05; WILLIAMSON; PATENT LEGAL SERVICE; (YANG),"(328, 332, 'YANG', 'PERSON')",YANG,PERSON,
DEPARTMENT OF DEFENSE (DOD),BAARVKV20140001 NEM CALL 006 - P/S AMPLITUDE&MOMENT TENSOR DISCRIMI,BAARVKV20140001 NEM CALL 006 - P/S AMPLITUDE&MOMENT TENSOR DISCRIMI,"(0, 19, 'BAARVKV20140001 NEM', 'PERSON')",BAARVKV20140001 NEM,PERSON,
AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),IGF::CT::IGF CONTRACT FOR TCN SENIOR ACQUISITION&ASSISTANCE SPECIALIST/CONTRACTING OFFICER GS13/14 FOR USAID/DRC,IGF::CT::IGF CONTRACT FOR TCN SENIOR ACQUISITION&ASSISTANCE SPECIALIST/CONTRACTING OFFICER GS13/14 FOR USAID/DRC,"(91, 98, 'GS13/14', 'PERSON')",GS13/14,PERSON,
